tconst,originalTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,director,writer,cast
tt0145487,Spider-Man,2002,121,"Action,Adventure,Sci-Fi",7.4,836313.0,Sam Raimi,Stan Lee,Tobey Maguire
tt0145503,Sunshine,1999,181,"Drama,History,Romance",7.5,15455.0,István Szabó,István Szabó,Ralph Fiennes
tt0145531,Stigmata,1999,103,Horror,6.2,70205.0,Rupert Wainwright,Tom Lazarus,Patricia Arquette
tt0145547,Two Hands,1999,103,"Comedy,Crime,Thriller",7.0,13160.0,Gregor Jordan,Gregor Jordan,Heath Ledger
tt0145653,Angela's Ashes,1999,145,"Biography,Drama",7.3,22508.0,Alan Parker,Frank McCourt,Emily Watson
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,95,"Action,Adventure,Comedy",6.6,239896.0,Jay Roach,Mike Myers,Mike Myers
tt0145681,The Bone Collector,1999,118,"Crime,Drama,Mystery",6.7,176195.0,Phillip Noyce,Jeffery Deaver,Denzel Washington
tt0145734,Playing by Heart,1998,121,"Comedy,Drama,Romance",7.0,19877.0,Willard Carroll,Willard Carroll,Gillian Anderson
tt0145893,Simply Irresistible,1999,96,"Comedy,Drama,Fantasy",5.2,14453.0,Mark Tarlov,Judith Roberts,Sarah Michelle Gellar
tt0146309,Thirteen Days,2000,145,"Drama,History,Thriller",7.3,60376.0,Roger Donaldson,David Self,Kevin Costner
tt0146316,Lara Croft: Tomb Raider,2001,100,"Action,Adventure,Fantasy",5.7,213481.0,Simon West,Sara B. Cooper,Angelina Jolie
tt0146336,Urban Legend,1998,99,"Horror,Mystery,Thriller",5.6,68728.0,Jamie Blanks,Silvio Horta,Jared Leto
tt0146675,End of Days,1999,122,"Action,Fantasy,Horror",5.8,113163.0,Peter Hyams,Andrew W. Marlowe,Arnold Schwarzenegger
tt0146838,Any Given Sunday,1999,162,"Drama,Sport",6.9,122721.0,Oliver Stone,Daniel Pyne,Al Pacino
tt0146882,High Fidelity,2000,113,"Comedy,Drama,Music",7.4,184218.0,Stephen Frears,Nick Hornby,John Cusack
tt0146984,The Legend of Bagger Vance,2000,126,"Drama,Fantasy,Sport",6.7,58159.0,Robert Redford,Steven Pressfield,Will Smith
tt0147004,Little Voice,1998,97,"Comedy,Drama,Music",7.0,16840.0,Mark Herman,Jim Cartwright,Brenda Blethyn
tt0147612,Happiness,1998,134,"Comedy,Drama",7.7,72010.0,Todd Solondz,Todd Solondz,Jane Adams
tt0147800,10 Things I Hate About You,1999,97,"Comedy,Drama,Romance",7.3,356839.0,Gil Junger,Karen McCullah,Heath Ledger
tt0149261,Deep Blue Sea,1999,105,"Action,Adventure,Sci-Fi",5.9,137177.0,Renny Harlin,Duncan Kennedy,Thomas Jane
tt0149624,All the Pretty Horses,2000,116,"Drama,Romance,Western",5.8,15290.0,Billy Bob Thornton,Cormac McCarthy,Matt Damon
tt0149691,Anywhere But Here,1999,114,"Comedy,Drama",6.2,18286.0,Wayne Wang,Mona Simpson,Susan Sarandon
tt0150377,Double Jeopardy,1999,105,"Crime,Drama,Mystery",6.5,90359.0,Bruce Beresford,David Weisberg,Ashley Judd
tt0150662,Fucking Åmål,1998,89,"Comedy,Drama,Romance",7.5,53674.0,Lukas Moodysson,Lukas Moodysson,Alexandra Dahlström
tt0151137,Joan of Arc,1999,158,"Adventure,Biography,Drama",6.4,68072.0,Luc Besson,Andrew Birkin,Milla Jovovich
tt0151568,Topsy-Turvy,1999,160,"Biography,Comedy,Drama",7.4,13102.0,Mike Leigh,Mike Leigh,Jim Broadbent
tt0151738,Never Been Kissed,1999,107,"Comedy,Drama,Romance",6.0,94151.0,Raja Gosnell,Abby Kohn,Drew Barrymore
tt0151804,Office Space,1999,89,Comedy,7.6,275023.0,Mike Judge,Mike Judge,Ron Livingston
tt0152930,Taxi,1998,89,"Action,Comedy,Crime",7.0,86042.0,Gérard Pirès,Luc Besson,Samy Naceri
tt0154420,Festen,1998,105,Drama,8.1,89833.0,Thomas Vinterberg,Thomas Vinterberg,Ulrich Thomsen
tt0154421,Idioterne,1998,117,"Comedy,Drama",6.8,32742.0,Lars von Trier,Lars von Trier,Henrik Prip
tt0154506,Following,1998,69,"Crime,Mystery,Thriller",7.5,95478.0,Christopher Nolan,Christopher Nolan,Jeremy Theobald
tt0155267,The Thomas Crown Affair,1999,113,"Crime,Romance,Thriller",6.8,96371.0,John McTiernan,Alan Trustman,Pierce Brosnan
tt0155711,Flawless,1999,112,"Crime,Drama",6.4,19262.0,Joel Schumacher,Joel Schumacher,Robert De Niro
tt0155753,I'll Be Home for Christmas,1998,86,"Comedy,Family",5.5,11226.0,Arlene Sanford,Tom Nursall,Jonathan Taylor Thomas
tt0155776,Jawbreaker,1999,86,"Comedy,Crime,Thriller",5.6,27572.0,Darren Stein,Darren Stein,Rose McGowan
tt0156794,Mia aioniotita kai mia mera,1998,137,Drama,7.9,13477.0,Theodoros Angelopoulos,Theodoros Angelopoulos,Bruno Ganz
tt0156812,My Dog Skip,2000,95,"Comedy,Drama,Family",7.0,20918.0,Jay Russell,Willie Morris,Frankie Muniz
tt0156887,Pâfekuto burû,1997,81,"Animation,Crime,Drama",8.0,83239.0,Satoshi Kon,Sadayuki Murai,Junko Iwao
tt0156934,Random Hearts,1999,133,"Drama,Mystery,Romance",5.3,22019.0,Sydney Pollack,Warren Adler,Harrison Ford
tt0157016,Seul contre tous,1998,93,"Crime,Drama,Thriller",7.3,24653.0,Gaspar Noé,Gaspar Noé,Philippe Nahon
tt0157472,Clockstoppers,2002,94,"Action,Adventure,Comedy",5.2,14721.0,Jonathan Frakes,Rob Hedden,Jesse Bradford
tt0157503,Drop Dead Gorgeous,1999,97,"Comedy,Romance,Thriller",6.6,38684.0,Michael Patrick Jann,Lona Williams,Kirsten Dunst
tt0157583,Enigma,2001,119,"Drama,Mystery,Romance",6.4,21493.0,Michael Apted,Robert Harris,Dougray Scott
tt0158371,Sweet and Lowdown,1999,95,"Comedy,Drama,Music",7.2,35809.0,Woody Allen,Woody Allen,Sean Penn
tt0158493,Belly,1998,96,"Crime,Drama",6.2,11848.0,Hype Williams,Anthony Bodden,Nas
tt0158811,Muppets from Space,1999,87,"Adventure,Comedy,Family",6.2,20085.0,Tim Hill,Jerry Juhl,Dave Goelz
tt0158983,"South Park: Bigger, Longer & Uncut",1999,81,"Animation,Comedy,Fantasy",7.7,209436.0,Trey Parker,Trey Parker,Trey Parker
tt0159097,The Virgin Suicides,1999,97,"Drama,Romance",7.2,160180.0,Sofia Coppola,Jeffrey Eugenides,Kirsten Dunst
tt0159273,Behind Enemy Lines,2001,106,"Action,Drama,Thriller",6.4,108693.0,John Moore,Jim Thomas,Gene Hackman
tt0159365,Cold Mountain,2003,154,"Adventure,Drama,Romance",7.2,151913.0,Anthony Minghella,Charles Frazier,Jude Law
tt0159382,Croupier,1998,94,"Crime,Drama",7.0,22699.0,Mike Hodges,Paul Mayersberg,Clive Owen
tt0160009,The Art of War,2000,117,"Action,Adventure,Crime",5.7,30386.0,Christian Duguay,Wayne Beach,Wesley Snipes
tt0160127,Charlie's Angels,2000,98,"Action,Adventure,Comedy",5.6,190938.0,McG,Ryan Rowe,Cameron Diaz
tt0160184,D-Tox,2002,96,"Crime,Thriller",5.3,28525.0,Jim Gillespie,Howard Swindle,Sylvester Stallone
tt0160399,Impostor,2001,95,"Drama,Mystery,Sci-Fi",6.2,24141.0,Gary Fleder,Philip K. Dick,Shane Brolly
tt0160611,Ordinary Decent Criminal,2000,93,"Comedy,Crime",6.3,14126.0,Thaddeus O'Sullivan,Gerard Stembridge,Kevin Spacey
tt0160797,Rules of Engagement,2000,128,"Drama,Thriller,War",6.4,48996.0,William Friedkin,Jim Webb,Tommy Lee Jones
tt0160862,She's All That,1999,95,"Comedy,Romance",5.9,99400.0,Robert Iscove,R. Lee Fleming Jr.,Freddie Prinze Jr.
tt0160916,The Story of Us,1999,95,"Comedy,Drama,Romance",5.9,24426.0,Rob Reiner,Alan Zweibel,Bruce Willis
tt0161081,What Lies Beneath,2000,130,"Drama,Horror,Mystery",6.6,130340.0,Robert Zemeckis,Clark Gregg,Harrison Ford
tt0161083,What's the Worst That Could Happen?,2001,94,"Comedy,Crime",5.4,16268.0,Sam Weisman,Donald E. Westlake,Martin Lawrence
tt0161860,Nirgendwo in Afrika,2001,141,"Biography,Drama,History",7.5,13623.0,Caroline Link,Caroline Link,Juliane Köhler
tt0162222,Cast Away,2000,143,"Adventure,Drama,Romance",7.8,608030.0,Robert Zemeckis,William Broyles Jr.,Tom Hanks
tt0162346,Ghost World,2001,111,"Comedy,Drama",7.3,123331.0,Terry Zwigoff,Daniel Clowes,Steve Buscemi
tt0162360,"Happy, Texas",1999,98,"Comedy,Crime,Romance",6.3,10116.0,Mark Illsley,Ed Stone,Jeremy Northam
tt0162650,Shaft,2000,99,"Action,Crime,Thriller",6.0,78679.0,John Singleton,Ernest Tidyman,Samuel L. Jackson
tt0162661,Sleepy Hollow,1999,105,"Fantasy,Horror,Mystery",7.3,369323.0,Tim Burton,Washington Irving,Johnny Depp
tt0162677,Summer of Sam,1999,142,"Crime,Drama,Romance",6.7,39885.0,Spike Lee,Spike Lee,John Leguizamo
tt0162973,Get Real,1998,108,"Comedy,Drama,Romance",7.5,14343.0,Simon Shore,Patrick Wilde,Ben Silverstone
tt0163025,Jurassic Park III,2001,92,"Action,Adventure,Sci-Fi",5.9,329847.0,Joe Johnston,Michael Crichton,Sam Neill
tt0163187,Runaway Bride,1999,116,"Comedy,Romance",5.6,101101.0,Garry Marshall,Josann McGibbon,Julia Roberts
tt0163651,American Pie,1999,95,Comedy,7.0,416942.0,Paul Weitz,Adam Herz,Jason Biggs
tt0163978,The Beach,2000,119,"Adventure,Drama,Romance",6.6,245272.0,Danny Boyle,John Hodge,Leonardo DiCaprio
tt0163983,Bless the Child,2000,107,"Crime,Drama,Horror",5.1,14998.0,Chuck Russell,Cathy Cash Spellman,Kim Basinger
tt0163988,Bringing Out the Dead,1999,121,"Drama,Thriller",6.8,72506.0,Martin Scorsese,Joe Connelly,Nicolas Cage
tt0164052,Hollow Man,2000,112,"Action,Horror,Sci-Fi",5.8,134256.0,Paul Verhoeven,Gary Scott Thompson,Kevin Bacon
tt0164108,The Muse,1999,97,Comedy,5.7,11144.0,Albert Brooks,Albert Brooks,Albert Brooks
tt0164181,Stir of Echoes,1999,99,"Horror,Mystery,Thriller",6.9,83970.0,David Koepp,Richard Matheson,Kevin Bacon
tt0164184,The Sum of All Fears,2002,124,"Action,Drama,Thriller",6.4,120089.0,Phil Alden Robinson,Tom Clancy,Ben Affleck
tt0164212,Under Suspicion,2000,110,"Crime,Drama,Thriller",6.4,26688.0,Stephen Hopkins,John Wainwright,Morgan Freeman
tt0164334,Along Came a Spider,2001,104,"Drama,Thriller",6.4,91558.0,Lee Tamahori,James Patterson,Morgan Freeman
tt0164538,Dil Se..,1998,144,"Drama,Romance",7.5,29825.0,Mani Ratnam,Mani Ratnam,Shah Rukh Khan
tt0164912,Stuart Little,1999,84,"Adventure,Comedy,Family",6.0,141120.0,Rob Minkoff,E.B. White,Michael J. Fox
tt0164961,Vidocq,2001,98,"Action,Crime,Fantasy",6.4,22668.0,Pitof,Eugène-François Vidocq,Gérard Depardieu
tt0165078,Wandafuru raifu,1998,119,"Drama,Fantasy",7.6,12870.0,Kore-eda Hirokazu,Kore-eda Hirokazu,Arata Iura
tt0165710,Detroit Rock City,1999,95,"Adventure,Comedy,Music",6.8,40290.0,Adam Rifkin,Carl V. Dupré,Edward Furlong
tt0165798,Ghost Dog: The Way of the Samurai,1999,116,"Crime,Drama",7.5,93674.0,Jim Jarmusch,Jim Jarmusch,Forest Whitaker
tt0165854,The Limey,1999,89,"Crime,Drama,Mystery",6.9,33667.0,Steven Soderbergh,Lem Dobbs,Terence Stamp
tt0165929,Romeo Must Die,2000,115,"Action,Crime,Thriller",6.1,71900.0,Andrzej Bartkowiak,Mitchell Kapner,Jet Li
tt0165982,Sinbad: Legend of the Seven Seas,2003,88,"Adventure,Animation,Comedy",6.7,56786.0,Patrick Gilmore,John Logan,Brad Pitt
tt0166175,East Is East,1999,96,"Comedy,Drama",6.9,19648.0,Damien O'Donnell,Ayub Khan-Din,Om Puri
tt0166396,Waking Ned,1998,91,Comedy,7.3,27225.0,Kirk Jones,Kirk Jones,Ian Bannen
tt0166485,Anna and the King,1999,148,"Drama,History,Romance",6.7,38052.0,Andy Tennant,Anna Leonowens,Jodie Foster
tt0166813,Spirit: Stallion of the Cimarron,2002,83,"Adventure,Animation,Drama",7.2,80164.0,Kelly Asbury,John Fusco,Matt Damon
tt0166896,The Straight Story,1999,112,"Biography,Drama",8.0,93010.0,David Lynch,John Roach,Richard Farnsworth
tt0166924,Mulholland Dr.,2001,147,"Drama,Mystery,Thriller",7.9,366099.0,David Lynch,David Lynch,Naomi Watts
tt0166943,Music of the Heart,1999,124,"Drama,Music",6.7,12988.0,Wes Craven,Pamela Gray,Meryl Streep
tt0167190,Hellboy,2004,122,"Action,Adventure,Fantasy",6.8,337865.0,Guillermo del Toro,Guillermo del Toro,Ron Perlman
tt0167260,The Lord of the Rings: The Return of the King,2003,201,"Action,Adventure,Drama",9.0,1883000.0,Peter Jackson,J.R.R. Tolkien,Elijah Wood
tt0167261,The Lord of the Rings: The Two Towers,2002,179,"Action,Adventure,Drama",8.8,1699770.0,Peter Jackson,J.R.R. Tolkien,Elijah Wood
tt0167404,The Sixth Sense,1999,107,"Drama,Mystery,Thriller",8.2,1009318.0,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis
tt0167427,Superstar,1999,81,"Comedy,Romance",5.2,19807.0,Bruce McCulloch,Molly Shannon,Molly Shannon
tt0168501,The Best Man,1999,120,"Comedy,Drama,Romance",6.7,11368.0,Malcolm D. Lee,Malcolm D. Lee,Taye Diggs
tt0168629,Dancer in the Dark,2000,140,"Crime,Drama,Musical",7.9,112842.0,Lars von Trier,Lars von Trier,Björk
tt0168786,Antwone Fisher,2002,120,"Biography,Drama",7.3,36925.0,Denzel Washington,Antwone Fisher,Denzel Washington
tt0169102,Lagaan: Once Upon a Time in India,2001,224,"Drama,Musical,Sport",8.1,116788.0,Ashutosh Gowariker,Ashutosh Gowariker,Aamir Khan
tt0169547,American Beauty,1999,122,Drama,8.3,1171909.0,Sam Mendes,Alan Ball,Kevin Spacey
tt0169858,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,87,"Action,Animation,Drama",8.1,58300.0,Hideaki Anno,Hideaki Anno,Megumi Ogata
tt0169880,Shin seiki Evangelion Gekijô-ban: Shito shinsei,1997,101,"Action,Animation,Drama",7.2,14843.0,Hideaki Anno,Hideaki Anno,Megumi Ogata
tt0170016,How the Grinch Stole Christmas,2000,104,"Comedy,Family,Fantasy",6.3,268141.0,Ron Howard,Dr. Seuss,Jim Carrey
tt0170691,Tigerland,2000,101,"Drama,War",6.9,42176.0,Joel Schumacher,Ross Klavan,Colin Farrell
tt0171363,The Haunting,1999,113,"Fantasy,Horror,Mystery",5.0,78202.0,Jan de Bont,David Self,Liam Neeson
tt0171433,Keeping the Faith,2000,128,"Comedy,Drama,Romance",6.4,52597.0,Edward Norton,Stuart Blumberg,Ben Stiller
tt0171580,Nurse Betty,2000,110,"Comedy,Crime,Drama",6.3,35672.0,Neil LaBute,John C. Richards,Renée Zellweger
tt0171685,Ratcatcher,1999,94,Drama,7.5,11212.0,Lynne Ramsay,Lynne Ramsay,Tommy Flanagan
tt0171804,Boys Don't Cry,1999,118,"Biography,Crime,Drama",7.5,100369.0,Kimberly Peirce,Kimberly Peirce,Hilary Swank
tt0172156,Bad Boys II,2003,147,"Action,Comedy,Crime",6.6,257840.0,Michael Bay,George Gallo,Will Smith
tt0172396,The End of the Affair,1999,102,"Drama,Romance",7.0,23379.0,Neil Jordan,Graham Greene,Ralph Fiennes
tt0172493,"Girl, Interrupted",1999,127,"Biography,Drama",7.3,196852.0,James Mangold,Susanna Kaysen,Winona Ryder
tt0172495,Gladiator,2000,155,"Action,Adventure,Drama",8.5,1532559.0,Ridley Scott,David Franzoni,Russell Crowe
tt0172684,Kuch Kuch Hota Hai,1998,177,"Comedy,Drama,Musical",7.5,54511.0,Karan Johar,Karan Johar,Shah Rukh Khan
tt0173716,Cecil B. Demented,2000,87,"Comedy,Crime,Thriller",6.2,16186.0,John Waters,John Waters,Melanie Griffith
tt0173840,Final Fantasy: The Spirits Within,2001,106,"Action,Adventure,Animation",6.4,82958.0,Hironobu Sakaguchi,Hironobu Sakaguchi,Alec Baldwin
tt0174480,Autumn in New York,2000,103,"Drama,Romance",5.6,27337.0,Joan Chen,Allison Burnett,Richard Gere
tt0174856,The Hurricane,1999,146,"Biography,Drama,Sport",7.6,99414.0,Norman Jewison,Rubin 'Hurricane' Carter,Denzel Washington
tt0175142,Scary Movie,2000,88,Comedy,6.2,270665.0,Keenen Ivory Wayans,Shawn Wayans,Anna Faris
tt0175526,Cherry Falls,2000,92,"Horror,Mystery,Thriller",5.2,14176.0,Geoffrey Wright,Ken Selden,Brittany Murphy
tt0175880,Magnolia,1999,188,Drama,8.0,318926.0,Paul Thomas Anderson,Paul Thomas Anderson,Tom Cruise
tt0176783,Gossip,2000,90,"Drama,Mystery,Thriller",5.9,17038.0,Davis Guggenheim,Gregory Poirier,James Marsden
tt0177789,Galaxy Quest,1999,102,"Adventure,Comedy,Sci-Fi",7.4,169145.0,Dean Parisot,David Howard,Tim Allen
tt0177858,Im Juli,2000,99,"Adventure,Comedy,Romance",7.7,22433.0,Fatih Akin,Fatih Akin,Moritz Bleibtreu
tt0177971,The Perfect Storm,2000,130,"Action,Adventure,Drama",6.5,172225.0,Wolfgang Petersen,Sebastian Junger,George Clooney
tt0178737,Mansfield Park,1999,112,"Comedy,Drama,Romance",7.0,24897.0,Patricia Rozema,Jane Austen,Frances O'Connor
tt0178868,Ringu,1998,96,"Horror,Mystery",7.2,73170.0,Hideo Nakata,Hiroshi Takahashi,Nanako Matsushima
tt0179116,But I'm a Cheerleader,1999,85,"Comedy,Drama,Romance",6.7,36036.0,Jamie Babbit,Brian Peterson,Natasha Lyonne
tt0179626,15 Minutes,2001,120,"Action,Crime,Drama",6.1,51118.0,John Herzfeld,John Herzfeld,Robert De Niro
tt0180073,Quills,2000,124,"Biography,Drama",7.2,55449.0,Philip Kaufman,Doug Wright,Geoffrey Rush
tt0180093,Requiem for a Dream,2000,102,Drama,8.3,859965.0,Darren Aronofsky,Hubert Selby Jr.,Ellen Burstyn
tt0180734,Hard Ball,2001,106,"Comedy,Drama,Sport",6.4,32369.0,Brian Robbins,Daniel Coyle,Keanu Reeves
tt0181316,Blue Streak,1999,93,"Action,Comedy,Crime",6.3,85784.0,Les Mayfield,Michael Berry,Martin Lawrence
tt0181536,Finding Forrester,2000,136,Drama,7.3,87688.0,Gus Van Sant,Mike Rich,Sean Connery
tt0181627,Kirikou et la sorcière,1998,71,"Adventure,Animation,Family",7.5,10263.0,Michel Ocelot,Michel Ocelot,Doudou Gueye Thiaw
tt0181689,Minority Report,2002,145,"Action,Crime,Mystery",7.6,564336.0,Steven Spielberg,Scott Frank,Tom Cruise
tt0181739,Osmosis Jones,2001,95,"Action,Adventure,Animation",6.3,37288.0,Bobby Farrelly,Marc Hyman,Laurence Fishburne
tt0181852,Terminator 3: Rise of the Machines,2003,109,"Action,Sci-Fi",6.3,407199.0,Jonathan Mostow,John Brancato,Arnold Schwarzenegger
tt0181865,Traffic,2000,147,"Crime,Drama,Thriller",7.6,212400.0,Steven Soderbergh,Simon Moore,Michael Douglas
tt0181875,Almost Famous,2000,122,"Adventure,Comedy,Drama",7.9,283083.0,Cameron Crowe,Cameron Crowe,Billy Crudup
tt0181984,Boiler Room,2000,120,"Crime,Drama,Thriller",7.0,54808.0,Ben Younger,Ben Younger,Giovanni Ribisi
tt0182789,Bicentennial Man,1999,132,"Drama,Sci-Fi",6.9,120700.0,Chris Columbus,Isaac Asimov,Robin Williams
tt0183505,"Me, Myself & Irene",2000,116,Comedy,6.6,243070.0,Bobby Farrelly,Peter Farrelly,Jim Carrey
tt0183523,Mission to Mars,2000,114,"Adventure,Sci-Fi,Thriller",5.6,74875.0,Brian De Palma,Lowell Cannon,Tim Robbins
tt0183649,Phone Booth,2002,81,"Crime,Thriller",7.1,275835.0,Joel Schumacher,Larry Cohen,Colin Farrell
tt0183659,Pollock,2000,122,"Biography,Drama",7.0,28855.0,Ed Harris,Steven Naifeh,Ed Harris
tt0183790,A Knight's Tale,2001,132,"Action,Adventure,Romance",6.9,192974.0,Brian Helgeland,Brian Helgeland,Heath Ledger
tt0183869,Taxi 2,2000,88,"Action,Comedy,Crime",6.5,57272.0,Gérard Krawczyk,Luc Besson,Samy Naceri
tt0184526,Boh lei chun,1999,121,"Action,Comedy,Romance",6.0,13365.0,Vincent Kok,Jackie Chan,Jackie Chan
tt0184791,O,2001,95,"Drama,Romance,Thriller",6.1,21574.0,Tim Blake Nelson,William Shakespeare,Mekhi Phifer
tt0184858,Reindeer Games,2000,104,"Action,Adventure,Crime",5.8,41174.0,John Frankenheimer,Ehren Kruger,Ben Affleck
tt0184894,Shanghai Noon,2000,110,"Action,Adventure,Comedy",6.6,130909.0,Tom Dey,Miles Millar,Jackie Chan
tt0184907,Snow Day,2000,89,"Adventure,Comedy,Family",5.1,13217.0,Chris Koch,Will McRobb,Chevy Chase
tt0185014,Wonder Boys,2000,107,"Comedy,Drama",7.2,65360.0,Curtis Hanson,Michael Chabon,Michael Douglas
tt0185125,Todo sobre mi madre,1999,101,Drama,7.8,99423.0,Pedro Almodóvar,Pedro Almodóvar,Cecilia Roth
tt0185371,House on Haunted Hill,1999,93,"Horror,Mystery,Thriller",5.6,58363.0,William Malone,Robb White,Geoffrey Rush
tt0185431,Little Nicky,2000,90,"Comedy,Fantasy",5.3,108609.0,Steven Brill,Tim Herlihy,Adam Sandler
tt0185937,The Blair Witch Project,1999,81,"Horror,Mystery",6.5,270055.0,Daniel Myrick,Daniel Myrick,Heather Donahue
tt0186045,Drowning Mona,2000,96,"Comedy,Crime,Mystery",5.7,15077.0,Nick Gomez,Peter Steinfeld,Danny DeVito
tt0186151,Frequency,2000,118,"Crime,Drama,Mystery",7.4,111488.0,Gregory Hoblit,Toby Emmerich,Dennis Quaid
tt0186566,Space Cowboys,2000,130,"Action,Adventure,Thriller",6.5,83592.0,Clint Eastwood,Ken Kaufman,Clint Eastwood
tt0186589,Sugar & Spice,2001,81,"Comedy,Crime",5.7,14777.0,Francine McDougall,Mandy Nelson,Marla Sokoloff
tt0186894,Bounce,2000,106,"Drama,Romance",5.8,21245.0,Don Roos,Don Roos,Ben Affleck
tt0186975,Down to You,2000,91,"Comedy,Drama,Romance",5.0,15404.0,Kris Isacsson,Kris Isacsson,Freddie Prinze Jr.
tt0187078,Gone in Sixty Seconds,2000,118,"Action,Crime,Thriller",6.5,285361.0,Dominic Sena,H.B. Halicki,Nicolas Cage
tt0187393,The Patriot,2000,165,"Action,Drama,History",7.2,282260.0,Roland Emmerich,Robert Rodat,Mel Gibson
tt0187696,Anatomie,2000,103,"Horror,Thriller",6.0,13719.0,Stefan Ruzowitzky,Peter Engelmann,Franka Potente
tt0187738,Blade II,2002,117,"Action,Horror,Sci-Fi",6.7,225168.0,Guillermo del Toro,Marv Wolfman,Wesley Snipes
tt0188453,Birthday Girl,2001,93,"Comedy,Crime,Thriller",6.0,25917.0,Jez Butterworth,Tom Butterworth,Nicole Kidman
tt0188674,Human Traffic,1999,99,"Comedy,Music",7.1,25611.0,Justin Kerrigan,Justin Kerrigan,John Simm
tt0189192,Just Visiting,2001,88,"Adventure,Comedy,Fantasy",5.7,19696.0,Jean-Marie Poiré,Jean-Marie Poiré,Jean Reno
tt0189584,The Big Kahuna,1999,90,"Comedy,Drama",6.6,14758.0,John Swanbeck,Roger Rueff,Kevin Spacey
tt0189998,Shadow of the Vampire,2000,92,"Drama,Horror",6.9,42970.0,E. Elias Merhige,Steven Katz,John Malkovich
tt0190138,The Whole Nine Yards,2000,98,"Comedy,Crime",6.7,124154.0,Jonathan Lynn,Mitchell Kapner,Bruce Willis
tt0190332,Wo hu cang long,2000,120,"Action,Adventure,Drama",7.9,275290.0,Ang Lee,Hui-Ling Wang,Chow Yun-Fat
tt0190590,"O Brother, Where Art Thou?",2000,107,"Adventure,Comedy,Crime",7.7,319514.0,Joel Coen,Homer,George Clooney
tt0190641,Gekijô-ban poketto monsutâ - Myûtsû no gyakushû,1998,96,"Action,Adventure,Animation",6.2,44326.0,Kunihiko Yuyama,Satoshi Tajiri,Veronica Taylor
tt0190865,Vertical Limit,2000,124,"Action,Adventure,Drama",5.9,63173.0,Martin Campbell,Robert King,Scott Glenn
tt0191043,Rang-e khoda,1999,90,"Drama,Family",8.1,17705.0,Majid Majidi,Majid Majidi,Hossein Mahjoub
tt0191397,The Replacements,2000,118,"Comedy,Sport",6.6,67076.0,Howard Deutch,Vince McKewin,Keanu Reeves
tt0191754,28 Days,2000,103,"Comedy,Drama",6.1,51999.0,Betty Thomas,Susannah Grant,Sandra Bullock
tt0192071,Get Over It,2001,87,"Comedy,Romance",5.7,19472.0,Tommy O'Haver,R. Lee Fleming Jr.,Kirsten Dunst
tt0192111,Head Over Heels,2001,86,"Comedy,Mystery,Romance",5.4,14876.0,Mark Waters,John J. Strauss,Monica Potter
tt0192255,The Little Vampire,2000,95,"Adventure,Comedy,Family",5.7,10895.0,Uli Edel,Angela Sommer-Bodenburg,Jonathan Lipnicki
tt0192614,The Skulls,2000,106,"Action,Crime,Drama",5.6,32959.0,Rob Cohen,John Pogue,Joshua Jackson
tt0193253,Jin-Rô,1999,102,"Action,Animation,Drama",7.3,17655.0,Hiroyuki Okiura,Mamoru Oshii,Michael Dobson
tt0194314,Romance,1999,84,"Drama,Romance",5.2,11380.0,Catherine Breillat,Catherine Breillat,Caroline Ducey
tt0195234,Saving Grace,2000,93,"Comedy,Crime",6.9,18883.0,Nigel Cole,Mark Crowdy,Brenda Blethyn
tt0195685,Erin Brockovich,2000,131,"Biography,Drama",7.4,206363.0,Steven Soderbergh,Susannah Grant,Julia Roberts
tt0195714,Final Destination,2000,98,"Horror,Thriller",6.7,264839.0,James Wong,Glen Morgan,Devon Sawa
tt0195945,Next Friday,2000,98,Comedy,6.1,42290.0,Steve Carr,Ice Cube,Ice Cube
tt0196216,Small Time Crooks,2000,94,"Comedy,Crime",6.6,39536.0,Woody Allen,Woody Allen,Woody Allen
tt0196229,Zoolander,2001,90,Comedy,6.5,280579.0,Ben Stiller,Drake Sather,Ben Stiller
tt0196857,Play It to the Bone,1999,124,"Comedy,Drama,Sport",5.5,12172.0,Ron Shelton,Ron Shelton,Woody Harrelson
tt0198021,Where the Heart Is,2000,120,"Comedy,Drama,Romance",6.7,35214.0,Matt Williams,Lowell Ganz,Natalie Portman
tt0198781,"Monsters, Inc.",2001,92,"Adventure,Animation,Comedy",8.1,929858.0,Pete Docter,Pete Docter,Billy Crystal
tt0199626,In the Cut,2003,119,"Mystery,Thriller",5.4,25296.0,Jane Campion,Jane Campion,Meg Ryan
tt0199683,Kikujirô no natsu,1999,122,"Comedy,Drama",7.7,21296.0,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano
tt0199725,Love & Basketball,2000,124,"Drama,Romance,Sport",7.2,22876.0,Gina Prince-Bythewood,Gina Prince-Bythewood,Sanaa Lathan
tt0199753,Red Planet,2000,106,"Action,Sci-Fi,Thriller",5.7,58996.0,Antony Hoffman,Chuck Pfarrer,Val Kilmer
tt0200027,Riding in Cars with Boys,2001,132,"Biography,Comedy,Drama",6.5,29750.0,Penny Marshall,Beverly D'Onofrio,Drew Barrymore
